0	26.2175
500	0.653019
1000	0.652103
1500	0.648507
2000	0.651871
2500	0.65277
3000	0.654519
3500	0.658772
4000	0.662013
4500	0.662808
5000	0.675911
5500	0.675464
6000	0.68041
6500	0.687773
7000	0.688944
7500	0.694937
8000	0.701016
8500	0.710597
9000	0.723927
9500	0.738112
10000	0.745288
10500	0.738989
11000	0.750395
11500	0.751807
12000	0.754277
12500	0.767964
13000	0.765182
13500	0.772771
14000	0.786946
14500	0.782906
15000	0.78415
15500	0.798191
16000	0.796211
16500	0.801535
17000	0.813886
17500	0.812672
18000	0.818553
18500	0.831926
19000	0.824608
19500	0.837221
20000	0.846502
20500	0.837864
21000	0.853532
21500	0.855488
22000	0.855022
22500	0.866964
23000	0.877376
23500	0.873064
24000	0.883564
24500	0.892858
25000	0.894172
25500	0.906314
26000	0.910712
26500	0.914126
27000	0.92321
27500	0.930864
28000	0.932726
28500	0.941357
29000	0.950979
29500	0.951662
30000	0.960605
30500	0.970977
31000	0.969505
31500	0.979852
32000	0.990419
32500	0.989241
33000	0.994139
33500	1.00694
34000	1.00525
34500	1.00734
35000	1.01809
35500	1.02101
36000	1.01886
36500	1.03255
37000	1.0352
37500	1.03079
38000	1.04609
38500	1.05035
39000	1.04467
39500	1.05924
40000	1.05992
