Info: Processing 100_10 ...
/mnt/c/Work/Source/Bleak/Experiments/CompareFerns/mnist/100_10 /mnt/c/Work/Source/Bleak/Experiments/CompareFerns/mnist
/mnt/c/Work/Source/Bleak/Experiments/CompareFerns/mnist/100_10/Run1 /mnt/c/Work/Source/Bleak/Experiments/CompareFerns/mnist/100_10 /mnt/c/Work/Source/Bleak/Experiments/CompareFerns/mnist
0	2.43734
500	0.194957
1000	0.14503
1500	0.125113
2000	0.120043
2500	0.110186
3000	0.10599
3500	0.103398
4000	0.103651
4500	0.103205
5000	0.0999615
5500	0.104104
6000	0.104416
6500	0.107833
7000	0.104299
7500	0.103735
8000	0.10562
8500	0.108752
9000	0.111317
9500	0.119305
10000	0.110717
10500	0.112944
11000	0.114458
11500	0.113686
12000	0.118168
12500	0.118935
13000	0.124435
13500	0.125705
14000	0.128889
14500	0.123484
15000	0.130777
15500	0.128761
16000	0.131125
16500	0.132859
17000	0.133368
17500	0.14938
18000	0.138776
18500	0.140962
19000	0.13969
19500	0.147465
20000	0.145745
20500	0.147192
21000	0.152669
21500	0.149462
22000	0.15555
22500	0.152663
23000	0.154381
23500	0.15439
24000	0.156188
24500	0.158762
25000	0.159108
25500	0.16649
26000	0.164559
26500	0.165179
27000	0.157162
27500	0.158641
28000	0.160469
28500	0.15948
29000	0.163585
29500	0.161863
30000	0.167977
30500	0.164022
31000	0.178445
31500	0.170424
32000	0.167955
32500	0.168421
33000	0.16816
33500	0.172066
34000	0.169271
34500	0.169398
35000	0.168433
35500	0.170348
36000	0.171062
36500	0.175496
37000	0.172669
37500	0.175098
38000	0.200017
38500	0.183179
39000	0.186281
39500	0.17727
40000	0.17836
/mnt/c/Work/Source/Bleak/Experiments/CompareFerns/mnist/100_10 /mnt/c/Work/Source/Bleak/Experiments/CompareFerns/mnist
/mnt/c/Work/Source/Bleak/Experiments/CompareFerns/mnist
