Info: Processing 1000_10 ...
/mnt/c/Work/Source/Bleak/Experiments/CompareTrees/mnist/1000_10 /mnt/c/Work/Source/Bleak/Experiments/CompareTrees/mnist
/mnt/c/Work/Source/Bleak/Experiments/CompareTrees/mnist/1000_10/Run1 /mnt/c/Work/Source/Bleak/Experiments/CompareTrees/mnist/1000_10 /mnt/c/Work/Source/Bleak/Experiments/CompareTrees/mnist
0	3.91048
500	0.120084
1000	0.0789387
1500	0.0720121
2000	0.081311
2500	0.0710928
3000	0.0681527
3500	0.0704054
4000	0.0751961
4500	0.0783323
5000	0.115798
5500	0.1023
6000	0.109049
6500	0.101039
7000	0.0985955
7500	0.101517
8000	0.105958
8500	0.103381
9000	0.103592
9500	0.0991834
10000	0.094533
10500	0.118973
11000	0.107813
11500	0.124688
12000	0.12489
12500	0.122389
13000	0.144078
13500	0.146069
14000	0.123104
14500	0.132197
15000	0.137132
15500	0.128314
16000	0.14602
16500	0.132063
17000	0.133263
17500	0.146906
18000	0.135809
18500	0.161714
19000	0.146776
19500	0.166005
20000	0.133158
20500	0.148332
21000	0.144034
21500	0.153599
22000	0.166132
22500	0.160352
23000	0.148015
23500	0.154372
24000	0.154481
24500	0.174808
25000	0.161478
25500	0.177867
26000	0.188303
26500	0.160641
27000	0.174757
27500	0.160979
28000	0.153957
28500	0.166339
29000	0.165605
29500	0.165309
30000	0.152829
30500	0.164339
31000	0.158764
31500	0.151251
32000	0.186705
32500	0.190354
33000	0.171508
33500	0.206868
34000	0.196142
34500	0.191594
35000	0.182215
35500	0.179884
36000	0.208342
36500	0.180106
37000	0.193579
37500	0.20056
38000	0.19943
38500	0.201453
39000	0.201541
39500	0.205294
40000	0.205526
/mnt/c/Work/Source/Bleak/Experiments/CompareTrees/mnist/1000_10 /mnt/c/Work/Source/Bleak/Experiments/CompareTrees/mnist
/mnt/c/Work/Source/Bleak/Experiments/CompareTrees/mnist
