0	2.49877
500	0.190591
1000	0.138033
1500	0.117489
2000	0.111178
2500	0.0997359
3000	0.0964922
3500	0.0943865
4000	0.09244
4500	0.0925191
5000	0.0953836
5500	0.0941427
6000	0.0940173
6500	0.0964403
7000	0.0915981
7500	0.095919
8000	0.0950333
8500	0.0961386
9000	0.101753
9500	0.103702
10000	0.107273
10500	0.105506
11000	0.104148
11500	0.103265
12000	0.109157
12500	0.109081
13000	0.110637
13500	0.121545
14000	0.116069
14500	0.120692
15000	0.122919
15500	0.121278
16000	0.1214
16500	0.126174
17000	0.128049
17500	0.131327
18000	0.13688
18500	0.133293
19000	0.136193
19500	0.135683
20000	0.136418
20500	0.13919
21000	0.138619
21500	0.141636
22000	0.143374
22500	0.140354
23000	0.14312
23500	0.143553
24000	0.147244
24500	0.163714
25000	0.153027
25500	0.146955
26000	0.15358
26500	0.150471
27000	0.154032
27500	0.154091
28000	0.15235
28500	0.149013
29000	0.153554
29500	0.152552
30000	0.152463
30500	0.156887
31000	0.15395
31500	0.166836
32000	0.160285
32500	0.161148
33000	0.160997
33500	0.161964
34000	0.162068
34500	0.162596
35000	0.161934
35500	0.162325
36000	0.16358
36500	0.164855
37000	0.166258
37500	0.167221
38000	0.168501
38500	0.168523
39000	0.18879
39500	0.18733
40000	0.186256
